model,mean,std,var,num_words_miss
data1-cbow-d300-w10-e20.model,0.2057502547485479,0.2841618932462781,0.08074798157330915,1422
data1-cbow-d100-w4-e20.model,0.2633034137588799,0.2902339206968648,0.08423572872307403,1422
all_data-cbow-d100-w8-e20.model,0.1891840405689192,0.24459159434366834,0.05982504802357761,644
data1-cbow-d500-w6-e20.model,0.2242167885073706,0.28247621912258425,0.07979281436979022,1422
all_data-cbow-d500-w10-e20.model,0.144121267943054,0.21062216171794612,0.04436169500674065,644
data2-cbow-d100-w8-e20.model,0.2176350630030003,0.2854009730188918,0.0814537154001302,1221
data1-cbow-d300-w2-e20.model,0.27591298790595686,0.2603304365790183,0.06777193620942226,1422
data1-cbow-d100-w2-e20.model,0.3131623945083253,0.26720827206811515,0.07140026066162786,1422
data2-cbow-d300-w2-e20.model,0.2661709338024759,0.2505450481437131,0.06277282114933551,1221
data1-cbow-d500-w4-e20.model,0.24122509630576375,0.278411153542684,0.07751277041696795,1422
data1-cbow-d100-w10-e20.model,0.2153110902125794,0.2973616841996892,0.08842397123007571,1422
all_data-cbow-d300-w4-e20.model,0.18189169252256535,0.21843061729491986,0.04771193457183974,644
data2-cbow-d500-w10-e20.model,0.19021322090463738,0.2681201229779581,0.07188840034571538,1221
data2-cbow-d100-w2-e20.model,0.30309964346402446,0.2574538683806665,0.06628249434416952,1221
data2-cbow-d100-w4-e20.model,0.251179024366969,0.27780770750918493,0.07717712235150884,1221
all_data-cbow-d100-w6-e20.model,0.2021764555513164,0.24708743458890955,0.06105220033172866,644
data1-cbow-d300-w6-e20.model,0.22493836522847452,0.28345077301110316,0.08034434072059193,1422
data2-cbow-d300-w6-e20.model,0.21294374542943278,0.27028291033253266,0.07305285161782388,1221
all_data-cbow-d500-w2-e20.model,0.18939972441898942,0.20499440785867404,0.0420227072533284,644
all_data-cbow-d100-w10-e20.model,0.17555732354701878,0.2434397496430322,0.05926291170626219,644
data2-cbow-d100-w10-e20.model,0.20504696624473803,0.2844474380732703,0.08091034502644694,1221
data1-cbow-d500-w2-e20.model,0.274229240736386,0.26005832474078566,0.06763033226698394,1422
data1-cbow-d300-w8-e20.model,0.21418935602892616,0.2849041751936278,0.08117038904276136,1422
all_data-cbow-d500-w4-e20.model,0.1718368267496942,0.21338626683234993,0.04553369887264685,644
all_data-cbow-d300-w6-e20.model,0.16874049379869344,0.21776991130484266,0.047423734269719034,644
data2-cbow-d100-w6-e20.model,0.2324311698390111,0.28223491330633826,0.07965654628903629,1221
all_data-cbow-d100-w4-e20.model,0.2216092211899738,0.24567225084376498,0.06035485483464178,644
data1-cbow-d100-w8-e20.model,0.22956496149115113,0.2982030510152445,0.08892505963480053,1422
all_data-cbow-d300-w10-e20.model,0.15140928153744274,0.2148811004273428,0.046173887320865775,644
data1-cbow-d500-w10-e20.model,0.20322065558801075,0.2826195793099151,0.0798738266093134,1422
all_data-cbow-d300-w2-e20.model,0.2052102463619847,0.20881736568907747,0.04360469221332591,644
all_data-cbow-d300-w8-e20.model,0.15882316150817044,0.21667444031572292,0.046947813086131766,644
data2-cbow-d300-w10-e20.model,0.19300348204082146,0.26999317359663416,0.07289631378878224,1221
data1-cbow-d300-w4-e20.model,0.2441796340753262,0.27887547164647375,0.07777152868604317,1422
data2-cbow-d500-w6-e20.model,0.20920533163900834,0.26887176485331643,0.0722920259353371,1221
all_data-cbow-d100-w2-e20.model,0.26616954621936567,0.23457917153086547,0.0550273877161072,644
data1-cbow-d100-w6-e20.model,0.24207252381376906,0.29632733260423105,0.08780988804833859,1422
data2-cbow-d500-w4-e20.model,0.22526795965811616,0.2655552431641186,0.07051958717195417,1221
data1-cbow-d500-w8-e20.model,0.21147850494595158,0.2836337317180537,0.08044809376830889,1422
data2-cbow-d500-w8-e20.model,0.20077377995438958,0.2693158336924007,0.07253101827743284,1221
data2-cbow-d300-w4-e20.model,0.2286228307697504,0.2670869275845676,0.07133542688656404,1221
data2-cbow-d300-w8-e20.model,0.2022347883760821,0.27000611989040346,0.07290330477827092,1221
all_data-cbow-d500-w6-e20.model,0.16054756248247012,0.21348411932464323,0.045575469203818504,644
data2-cbow-d500-w2-e20.model,0.26113715000709414,0.2502107487313138,0.06260541878068465,1221
all_data-cbow-d500-w8-e20.model,0.15207795474550187,0.21219607098212973,0.04502717254025304,644
all_data-skip_gram-d300-w4-e20.model,0.18221701326897438,0.2188392825690711,0.04789063159534575,644
all_data-skip_gram-d500-w10-e20.model,0.14354072076755647,0.2101861275392818,0.04417820820995923,644
data2-skip_gram-d500-w2-e20.model,0.2600088974767747,0.249787814713937,0.06239395237956412,1221
all_data-skip_gram-d300-w10-e20.model,0.15221126040047214,0.2149728690116044,0.04621333441108042,644
data2-skip_gram-d100-w2-e20.model,0.3019500324852167,0.2578443479381764,0.06648370776366337,1221
data1-skip_gram-d300-w6-e20.model,0.22520729290611008,0.2845172260082374,0.08095005189542244,1422
data1-skip_gram-d300-w2-e20.model,0.27759641842777033,0.26018159928531454,0.06769446460666398,1422
data2-skip_gram-d500-w8-e20.model,0.19724238399482732,0.2689721291447483,0.07234600625665914,1221
data1-skip_gram-d100-w6-e20.model,0.24062636018363012,0.2964016814726564,0.08785395677981804,1422
data1-skip_gram-d300-w8-e20.model,0.2146990015234608,0.28476421543771363,0.08109065839385658,1422
data1-skip_gram-d500-w6-e20.model,0.22374968074861587,0.28175427789360213,0.07938547311134518,1422
all_data-skip_gram-d500-w6-e20.model,0.16037888271756087,0.2121419617557106,0.04500421193756138,644
data1-skip_gram-d300-w4-e20.model,0.24318915096767676,0.27785106528532105,0.07720121448018774,1422
all_data-skip_gram-d100-w10-e20.model,0.17733901342691288,0.24353434380647995,0.05930897661325278,644
data2-skip_gram-d500-w4-e20.model,0.22525530657438528,0.2662378164355591,0.07088257490037446,1221
data2-skip_gram-d100-w10-e20.model,0.20776447412705432,0.2851432101964221,0.08130665032112096,1221
data2-skip_gram-d100-w8-e20.model,0.21855285248973239,0.2865440184347234,0.0821074745007191,1221
all_data-skip_gram-d300-w8-e20.model,0.16026802824597522,0.2166050755305204,0.046917758745582454,644
data1-skip_gram-d100-w8-e20.model,0.22838312792191945,0.29826481191639787,0.08896189802752419,1422
data2-skip_gram-d300-w4-e20.model,0.22898081016572494,0.26663235734234697,0.07109281398193702,1221
data2-skip_gram-d500-w10-e20.model,0.18917801946372195,0.2689010858859798,0.07230779399065908,1221
data1-skip_gram-d500-w8-e20.model,0.21323091977327754,0.2829882018656906,0.08008232239517687,1422
all_data-skip_gram-d300-w2-e20.model,0.203393304022172,0.20926009911561133,0.04378978908187548,644
all_data-skip_gram-d500-w2-e20.model,0.18807204670209962,0.2050346787400574,0.042039219486038545,644
all_data-skip_gram-d500-w4-e20.model,0.17208711557573528,0.21380782397015907,0.045713785590854525,644
data1-skip_gram-d300-w10-e20.model,0.20484863775343645,0.28427547846311835,0.08081254765543487,1422
data1-skip_gram-d500-w4-e20.model,0.24020777852405523,0.27843767008199827,0.0775275361206917,1422
data2-skip_gram-d100-w6-e20.model,0.2311260216754142,0.2835540927417034,0.08040292351057052,1221
data2-skip_gram-d100-w4-e20.model,0.2517835663452051,0.2791172607771686,0.07790644526374993,1221
data1-skip_gram-d500-w10-e20.model,0.2022332567905187,0.2832049416529745,0.0802050389766647,1422
data1-skip_gram-d100-w2-e20.model,0.3097648650003554,0.26858814252591245,0.07213959030551985,1422
data2-skip_gram-d300-w10-e20.model,0.19250525474669425,0.26999271831422966,0.07289606794270696,1221
data1-skip_gram-d500-w2-e20.model,0.27361657556795743,0.2600983517444335,0.06765115258017106,1422
all_data-skip_gram-d300-w6-e20.model,0.17037295467713023,0.21779216800375079,0.047433428443774,644
data1-skip_gram-d100-w10-e20.model,0.21750970372018194,0.29862012904154817,0.08917398146879087,1422
